wine
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
10;10;0.75;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;10;0.75;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;10;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;10;0.75;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;10;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
3;10;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.9;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.9;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;10;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.9;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;10;0.9;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.9;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
3;10;0.9;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;10;0.9;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;10;0.9;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;10;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.9;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;10;0.9;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;10;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;10;0.9;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;10;0.9;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;10;0.9;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;10;0.9;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;1.0;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
3;10;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;10;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;10;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;1.0;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;1.0;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;10;1.0;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;10;1.0;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;10;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;10;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;10;1.0;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;10;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;10;1.0;growing;KnnAdaBoost;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;10;1.0;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;10;1.0;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;10;1.0;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;10;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;10;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;1.0;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;1.0;falling;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
3;10;1.0;falling;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;10;1.0;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;10;1.0;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.1;const;KnnBagging;0.9;0.05;0.93333334;0.9058554;0.9;0.8985447
3;25;0.1;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.1;const;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;25;0.1;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
2;25;0.1;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.9318645;0.9266667;0.92630553
3;25;0.1;const;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.9166667;0.9066667;0.90572387
5;25;0.1;const;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.8947933;0.8933333;0.8931623
10;25;0.1;const;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.896645;0.8933333;0.8929479
2;25;0.1;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;25;0.1;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;25;0.1;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
10;25;0.1;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;25;0.1;growing;KnnAdaBoost;0.91333336;0.043333333;0.9422222;0.93121696;0.91333336;0.9118435
3;25;0.1;growing;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.9270833;0.9066667;0.90480083
5;25;0.1;growing;KnnAdaBoost;0.88;0.06;0.92;0.8803419;0.88;0.879952
10;25;0.1;growing;KnnAdaBoost;0.9;0.050000004;0.93333334;0.923077;0.9;0.9019408
2;25;0.1;falling;KnnBagging;0.9266667;0.036666665;0.95111114;0.9318645;0.9266667;0.92630553
3;25;0.1;falling;KnnBagging;0.94;0.03;0.96;0.9409181;0.94;0.93923134
5;25;0.1;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.93333334;0.93333334;0.93333334
10;25;0.1;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;25;0.1;falling;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.9191919;0.8933333;0.8905309
3;25;0.1;falling;KnnAdaBoost;0.73333335;0.13333334;0.82222223;0.77536654;0.73333335;0.7396634
5;25;0.1;falling;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
10;25;0.1;falling;KnnAdaBoost;0.88;0.06;0.92;0.89259255;0.88;0.8822966
2;25;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;25;0.5;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.5;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;25;0.5;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
5;25;0.5;const;KnnAdaBoost;0.94;0.03;0.96;0.94276094;0.94;0.9398497
10;25;0.5;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.5;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;25;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;25;0.5;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.5;growing;KnnAdaBoost;0.92;0.04;0.94666666;0.9237013;0.92;0.919711
3;25;0.5;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;25;0.5;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;25;0.5;growing;KnnAdaBoost;0.94;0.03;0.96;0.9401094;0.94;0.939994
2;25;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;25;0.5;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.5;falling;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;0.5;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;25;0.5;falling;KnnAdaBoost;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;25;0.5;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;25;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;25;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
10;25;0.75;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.75;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
3;25;0.75;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;25;0.75;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;25;0.75;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.75;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.75;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.75;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
3;25;0.75;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;25;0.75;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;25;0.75;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.75;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;25;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.75;falling;KnnAdaBoost;0.91333336;0.043333333;0.9422222;0.9158249;0.91333336;0.91311616
10;25;0.75;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
2;25;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;0.9;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;25;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.9;const;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
3;25;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;25;0.9;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
10;25;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;25;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;0.9;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;0.9;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.9;growing;KnnAdaBoost;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;25;0.9;growing;KnnAdaBoost;0.94;0.03;0.96;0.9409875;0.94;0.9399459
2;25;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;0.9;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;25;0.9;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;0.9;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;25;0.9;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;25;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;1.0;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
5;25;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;1.0;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.954369;0.9533333;0.9532913
3;25;1.0;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;1.0;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;25;1.0;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;25;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;25;1.0;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;1.0;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;25;1.0;growing;KnnAdaBoost;0.98;0.01;0.9866667;0.9801254;0.98;0.979998
5;25;1.0;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;25;1.0;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;25;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;25;1.0;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;25;1.0;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;25;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;25;1.0;falling;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9337607;0.93333334;0.9333067
3;25;1.0;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;25;1.0;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;25;1.0;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96

Glass
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
2;2;0.1;const;KnnBagging;0.5140187;0.24200639;0.72801125;0.47296596;0.5140187;0.47630626
3;2;0.1;const;KnnBagging;0.5186916;0.21982832;0.74244475;0.4495375;0.5186916;0.4706634
5;2;0.1;const;KnnBagging;0.5373832;0.21797629;0.7512665;0.4632287;0.5373832;0.48100007
10;2;0.1;const;KnnBagging;0.55607474;0.21146686;0.7620316;0.5190172;0.55607474;0.52584976
2;2;0.1;const;KnnAdaBoost;0.30373833;0.23588532;0.6716962;0.28983638;0.30373833;0.27271867
3;2;0.1;const;KnnAdaBoost;0.37383178;0.24528307;0.6852782;0.3801263;0.37383178;0.37042475
5;2;0.1;const;KnnAdaBoost;0.37383178;0.22583531;0.6912176;0.3636163;0.37383178;0.36737746
10;2;0.1;const;KnnAdaBoost;0.3504673;0.2246515;0.68198097;0.34876204;0.3504673;0.3477569
2;2;0.1;growing;KnnBagging;0.3598131;0.3308276;0.6420212;0.24639708;0.3598131;0.29237786
3;2;0.1;growing;KnnBagging;0.44859812;0.28216317;0.68658835;0.48729694;0.44859812;0.4298075
5;2;0.1;growing;KnnBagging;0.47663552;0.25126484;0.70820594;0.41248387;0.47663552;0.42058176
10;2;0.1;growing;KnnBagging;0.45794392;0.26834753;0.704865;0.40178016;0.45794392;0.41443762
2;2;0.1;growing;KnnAdaBoost;0.35514018;0.23046982;0.6792951;0.4456821;0.35514018;0.3402572
3;2;0.1;growing;KnnAdaBoost;0.24299067;0.26262784;0.6316491;0.22400577;0.24299067;0.22578159
5;2;0.1;growing;KnnAdaBoost;0.28504673;0.20743714;0.6877893;0.32973444;0.28504673;0.28628507
10;2;0.1;growing;KnnAdaBoost;0.3271028;0.24867639;0.6731374;0.3155058;0.3271028;0.32038483
2;2;0.1;falling;KnnBagging;0.5373832;0.2511513;0.74106914;0.5148722;0.5373832;0.47686443
3;2;0.1;falling;KnnBagging;0.37850466;0.3274781;0.6499913;0.3879703;0.37850466;0.32012287
5;2;0.1;falling;KnnBagging;0.46261683;0.2611706;0.7062844;0.47483084;0.46261683;0.42576513
10;2;0.1;falling;KnnBagging;0.4906542;0.24621876;0.72274876;0.47351962;0.4906542;0.4389007
2;2;0.1;falling;KnnAdaBoost;0.19158879;0.32707894;0.58044374;0.1633222;0.19158879;0.17342244
3;2;0.1;falling;KnnAdaBoost;0.34579438;0.31154546;0.6495328;0.32278982;0.34579438;0.2703257
5;2;0.1;falling;KnnAdaBoost;0.19626169;0.27887204;0.60900515;0.20477891;0.19626169;0.19559003
10;2;0.1;falling;KnnAdaBoost;0.29439253;0.24021758;0.660145;0.33487403;0.29439253;0.30630314
2;2;0.5;const;KnnBagging;0.59345794;0.16999781;0.795266;0.5642149;0.59345794;0.5630075
3;2;0.5;const;KnnBagging;0.63084114;0.17432298;0.8078217;0.56583345;0.63084114;0.59223574
5;2;0.5;const;KnnBagging;0.64953274;0.16450854;0.8205738;0.6281208;0.64953274;0.61986357
10;2;0.5;const;KnnBagging;0.635514;0.15657014;0.81699276;0.60177535;0.635514;0.60492
2;2;0.5;const;KnnAdaBoost;0.50934577;0.1818441;0.7528824;0.5262878;0.50934577;0.50887233
3;2;0.5;const;KnnAdaBoost;0.5;0.1902744;0.7544982;0.46781954;0.5;0.48201168
5;2;0.5;const;KnnAdaBoost;0.60280377;0.13038594;0.8161411;0.6028181;0.60280377;0.6002471
10;2;0.5;const;KnnAdaBoost;0.52803737;0.18125536;0.76901907;0.5134253;0.52803737;0.51900005
2;2;0.5;growing;KnnBagging;0.6168224;0.1809031;0.79860693;0.59735996;0.6168224;0.575219
3;2;0.5;growing;KnnBagging;0.635514;0.155872;0.8174294;0.59517926;0.635514;0.60477984
5;2;0.5;growing;KnnBagging;0.59345794;0.18695724;0.7853306;0.594145;0.59345794;0.57276005
10;2;0.5;growing;KnnBagging;0.63084114;0.17185682;0.8077562;0.5899309;0.63084114;0.601598
2;2;0.5;growing;KnnAdaBoost;0.4813084;0.17723536;0.75296974;0.48147932;0.4813084;0.47751242
3;2;0.5;growing;KnnAdaBoost;0.57009345;0.15441048;0.78895533;0.56766933;0.57009345;0.5653248
5;2;0.5;growing;KnnAdaBoost;0.57009345;0.13598259;0.8017949;0.5894554;0.57009345;0.57281667
10;2;0.5;growing;KnnAdaBoost;0.5607477;0.16424887;0.7751332;0.5675206;0.5607477;0.55939597
2;2;0.5;falling;KnnBagging;0.5981308;0.19594389;0.7833436;0.5782334;0.5981308;0.5685874
3;2;0.5;falling;KnnBagging;0.6448598;0.17190821;0.81708014;0.5984407;0.6448598;0.60949296
5;2;0.5;falling;KnnBagging;0.58878505;0.20507158;0.77812475;0.56613946;0.58878505;0.55192137
10;2;0.5;falling;KnnBagging;0.6588785;0.1675615;0.81725484;0.669211;0.6588785;0.63910574
2;2;0.5;falling;KnnAdaBoost;0.22897196;0.25215462;0.63536114;0.23291104;0.22897196;0.18739007
3;2;0.5;falling;KnnAdaBoost;0.3271028;0.25415277;0.6642065;0.34092587;0.3271028;0.3185957
5;2;0.5;falling;KnnAdaBoost;0.46728972;0.23376639;0.7207835;0.4374179;0.46728972;0.4350621
10;2;0.5;falling;KnnAdaBoost;0.41121495;0.21491142;0.71495324;0.42826006;0.41121495;0.4030477
2;2;0.75;const;KnnBagging;0.60747665;0.17193732;0.7948947;0.59166026;0.60747665;0.5844568
3;2;0.75;const;KnnBagging;0.6728972;0.15007193;0.8300726;0.66773707;0.6728972;0.65743846
5;2;0.75;const;KnnBagging;0.6542056;0.16095558;0.81972224;0.67871726;0.6542056;0.6255338
10;2;0.75;const;KnnBagging;0.6214953;0.16507398;0.80509216;0.59792423;0.6214953;0.60300237
2;2;0.75;const;KnnAdaBoost;0.5981308;0.12827967;0.8045026;0.6285765;0.5981308;0.60735625
3;2;0.75;const;KnnAdaBoost;0.49532712;0.13268594;0.7751113;0.54644734;0.49532712;0.50523823
5;2;0.75;const;KnnAdaBoost;0.60280377;0.12081491;0.8176479;0.6428562;0.60280377;0.61621666
10;2;0.75;const;KnnAdaBoost;0.57476634;0.15458462;0.7951349;0.57585883;0.57476634;0.5730713
2;2;0.75;growing;KnnBagging;0.6448598;0.16025634;0.8097432;0.64560276;0.6448598;0.63091564
3;2;0.75;growing;KnnBagging;0.6728972;0.15644076;0.8286096;0.67316365;0.6728972;0.6509817
5;2;0.75;growing;KnnBagging;0.60747665;0.1804412;0.7958774;0.58908725;0.60747665;0.5792669
10;2;0.75;growing;KnnBagging;0.63084114;0.16903353;0.8001354;0.6452049;0.63084114;0.62100303
2;2;0.75;growing;KnnAdaBoost;0.5981308;0.115689136;0.81072587;0.632051;0.5981308;0.6049074
3;2;0.75;growing;KnnAdaBoost;0.55140185;0.1764985;0.77736044;0.5361093;0.55140185;0.5365988
5;2;0.75;growing;KnnAdaBoost;0.62616825;0.13020018;0.822015;0.6214083;0.62616825;0.6195673
10;2;0.75;growing;KnnAdaBoost;0.55607474;0.14663076;0.78941387;0.5536311;0.55607474;0.5496912
2;2;0.75;falling;KnnBagging;0.62616825;0.18047458;0.799262;0.6019544;0.62616825;0.5997549
3;2;0.75;falling;KnnBagging;0.58878505;0.19281161;0.7879945;0.55948937;0.58878505;0.54409736
5;2;0.75;falling;KnnBagging;0.6542056;0.16673045;0.81515855;0.686635;0.6542056;0.6371523
10;2;0.75;falling;KnnBagging;0.63084114;0.17403802;0.80871695;0.60011685;0.63084114;0.60093373
2;2;0.75;falling;KnnAdaBoost;0.36915886;0.22983995;0.6915233;0.35152212;0.36915886;0.35676926
3;2;0.75;falling;KnnAdaBoost;0.46728972;0.19046775;0.74285966;0.47264084;0.46728972;0.4661826
5;2;0.75;falling;KnnAdaBoost;0.54672897;0.20560418;0.76380026;0.54951674;0.54672897;0.5175931
10;2;0.75;falling;KnnAdaBoost;0.49532712;0.16532522;0.753734;0.5004576;0.49532712;0.49325913
2;2;0.9;const;KnnBagging;0.63084114;0.160923;0.81762594;0.58814394;0.63084114;0.5949065
3;2;0.9;const;KnnBagging;0.6682243;0.15163466;0.82568353;0.67102295;0.6682243;0.64946014
5;2;0.9;const;KnnBagging;0.6542056;0.15834941;0.819482;0.6404311;0.6542056;0.62802887
10;2;0.9;const;KnnBagging;0.6401869;0.16204295;0.80666435;0.63840085;0.6401869;0.6308824
2;2;0.9;const;KnnAdaBoost;0.5794392;0.13135833;0.8008997;0.62531096;0.5794392;0.57983816
3;2;0.9;const;KnnAdaBoost;0.55140185;0.1616568;0.78275394;0.52939177;0.55140185;0.5395179
5;2;0.9;const;KnnAdaBoost;0.6214953;0.12825413;0.82363087;0.618402;0.6214953;0.61954767
10;2;0.9;const;KnnAdaBoost;0.58878505;0.14355938;0.8040877;0.5822468;0.58878505;0.57921195
2;2;0.9;growing;KnnBagging;0.6542056;0.16406913;0.818412;0.63045293;0.6542056;0.6226473
3;2;0.9;growing;KnnBagging;0.6869159;0.1466175;0.8377588;0.6637158;0.6869159;0.66273254
5;2;0.9;growing;KnnBagging;0.64953274;0.16226369;0.81926364;0.64255846;0.64953274;0.624867
10;2;0.9;growing;KnnBagging;0.6728972;0.15214996;0.8299633;0.64292485;0.6728972;0.6499918
2;2;0.9;growing;KnnAdaBoost;0.6448598;0.1196923;0.8319287;0.66651905;0.6448598;0.6482292
3;2;0.9;growing;KnnAdaBoost;0.47663552;0.21470352;0.7298454;0.45451936;0.47663552;0.45619512
