glass
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Euclidean;weightedWithDistance;3;19;0.682243;0.1618434;0.82854396;0.7082608;0.682243;0.66214126
Euclidean;weightedWithDistance;3;23;0.682243;0.15876736;0.8324526;0.7050665;0.682243;0.661657
Euclidean;weightedWithDistance;5;1;0.7056075;0.112121396;0.85664696;0.70807564;0.7056075;0.7023365
Euclidean;weightedWithDistance;5;3;0.69158876;0.115879804;0.8482401;0.69403446;0.69158876;0.69101524
Euclidean;weightedWithDistance;5;5;0.71495324;0.10795674;0.86160374;0.71203625;0.71495324;0.71129274
Euclidean;weightedWithDistance;5;7;0.7009346;0.11640939;0.8555115;0.69040275;0.7009346;0.69326115
Euclidean;weightedWithDistance;5;11;0.7056075;0.13242926;0.85402656;0.6956648;0.7056075;0.6867257
Euclidean;weightedWithDistance;5;13;0.6682243;0.15183875;0.8325618;0.660868;0.6682243;0.64712477
Euclidean;weightedWithDistance;5;17;0.6728972;0.15022776;0.8347236;0.6675637;0.6728972;0.650404
Euclidean;weightedWithDistance;5;19;0.6682243;0.16054906;0.8276706;0.65300655;0.6682243;0.638084
Euclidean;weightedWithDistance;5;23;0.64953274;0.17117225;0.81594473;0.63438517;0.64953274;0.6163466
Euclidean;weightedWithDistance;10;1;0.71495324;0.10952705;0.8608394;0.70801073;0.71495324;0.70931137
Euclidean;weightedWithDistance;10;3;0.6962617;0.114577524;0.85079485;0.69203764;0.6962617;0.69153386
Euclidean;weightedWithDistance;10;5;0.71028036;0.11210053;0.86009693;0.7027138;0.71028036;0.70369405
Euclidean;weightedWithDistance;10;7;0.71028036;0.11654201;0.8576076;0.6944831;0.71028036;0.69985205
Euclidean;weightedWithDistance;10;11;0.7196262;0.12317466;0.85891783;0.7048359;0.7196262;0.7032926
Euclidean;weightedWithDistance;10;13;0.7196262;0.12703958;0.8561229;0.7068938;0.7196262;0.70052445
Euclidean;weightedWithDistance;10;17;0.6962617;0.14658847;0.84275925;0.67101574;0.6962617;0.668865
Euclidean;weightedWithDistance;10;19;0.6962617;0.14628652;0.8428903;0.67158717;0.6962617;0.6690313
Euclidean;weightedWithDistance;10;23;0.682243;0.1547392;0.83644867;0.66173416;0.682243;0.6510511
Euclidean;weightedWithExp;2;1;0.6448598;0.1399766;0.8177789;0.65097636;0.6448598;0.64513725
Euclidean;weightedWithExp;2;3;0.6588785;0.12324389;0.8298323;0.6711432;0.6588785;0.66340023
Euclidean;weightedWithExp;2;5;0.6635514;0.1278417;0.82902443;0.67190075;0.6635514;0.663636
Euclidean;weightedWithExp;2;7;0.6448598;0.13843755;0.8188925;0.65053934;0.6448598;0.64591444
Euclidean;weightedWithExp;2;11;0.58411217;0.17713626;0.77893263;0.58313733;0.58411217;0.57925427
Euclidean;weightedWithExp;2;13;0.58411217;0.1822815;0.7764434;0.5784146;0.58411217;0.5741655
Euclidean;weightedWithExp;2;17;0.60747665;0.18239576;0.787536;0.62747365;0.60747665;0.5793721
Euclidean;weightedWithExp;2;19;0.60280377;0.1835163;0.7860731;0.593514;0.60280377;0.58508223
Euclidean;weightedWithExp;2;23;0.58411217;0.20510864;0.7730151;0.592846;0.58411217;0.551811
Euclidean;weightedWithExp;3;1;0.7242991;0.109119564;0.8603809;0.72178614;0.7242991;0.72000694
Euclidean;weightedWithExp;3;3;0.72897196;0.09890212;0.8685038;0.7267233;0.72897196;0.7264126
Euclidean;weightedWithExp;3;5;0.7196262;0.11169305;0.85719275;0.71679217;0.7196262;0.71545446
Euclidean;weightedWithExp;3;7;0.71495324;0.117040634;0.8551184;0.7060633;0.71495324;0.7077246
Euclidean;weightedWithExp;3;11;0.7009346;0.1348205;0.843327;0.70370203;0.7009346;0.6912103
Euclidean;weightedWithExp;3;13;0.6962617;0.13679013;0.84271556;0.68810827;0.6962617;0.68133813
Euclidean;weightedWithExp;3;17;0.682243;0.15142421;0.83168834;0.67102236;0.682243;0.65974885
Euclidean;weightedWithExp;3;19;0.682243;0.15112229;0.83168834;0.6699309;0.682243;0.6601298
Euclidean;weightedWithExp;3;23;0.6869159;0.1467372;0.8364268;0.6515553;0.6869159;0.66034853
Euclidean;weightedWithExp;5;1;0.6962617;0.11116342;0.85289115;0.6987819;0.6962617;0.6947665
Euclidean;weightedWithExp;5;3;0.71028036;0.10618976;0.8592017;0.7101597;0.71028036;0.70921224
Euclidean;weightedWithExp;5;5;0.71495324;0.10608843;0.8617347;0.7128728;0.71495324;0.7122635
Euclidean;weightedWithExp;5;7;0.7056075;0.116509;0.85642856;0.6849595;0.7056075;0.6933203
Euclidean;weightedWithExp;5;11;0.6962617;0.12382619;0.8513408;0.66581315;0.6962617;0.67826456
Euclidean;weightedWithExp;5;13;0.6775701;0.13714902;0.836405;0.64742386;0.6775701;0.6587029
Euclidean;weightedWithExp;5;17;0.6728972;0.14411967;0.83037823;0.63916314;0.6728972;0.6505181
Euclidean;weightedWithExp;5;19;0.6869159;0.14137293;0.8350075;0.6527103;0.6869159;0.6608652
Euclidean;weightedWithExp;5;23;0.6728972;0.14571337;0.8328675;0.6314483;0.6728972;0.6414664
Euclidean;weightedWithExp;10;1;0.71028036;0.11270722;0.85880864;0.6915746;0.71028036;0.69883287
Euclidean;weightedWithExp;10;3;0.6962617;0.112709224;0.8501616;0.6915116;0.6962617;0.69245154
Euclidean;weightedWithExp;10;5;0.7056075;0.11094022;0.8566469;0.69732946;0.7056075;0.69971496
Euclidean;weightedWithExp;10;7;0.6869159;0.12714098;0.841318;0.6677663;0.6869159;0.6748295
Euclidean;weightedWithExp;10;11;0.71028036;0.1265873;0.8511661;0.66715735;0.71028036;0.6856305
Euclidean;weightedWithExp;10;13;0.7242991;0.116998546;0.8618876;0.6836186;0.7242991;0.700394
Euclidean;weightedWithExp;10;17;0.6869159;0.13637866;0.8377588;0.6501586;0.6869159;0.6653024
Euclidean;weightedWithExp;10;19;0.69158876;0.1368047;0.8393092;0.648868;0.69158876;0.66638845
Euclidean;weightedWithExp;10;23;0.69158876;0.13940522;0.8405101;0.64337724;0.69158876;0.6630809
Euclidean;weightedWithSquare;2;1;0.6588785;0.12400549;0.82987607;0.67647976;0.6588785;0.66434705
Euclidean;weightedWithSquare;2;3;0.6448598;0.12604733;0.82236445;0.6608893;0.6448598;0.6501301
Euclidean;weightedWithSquare;2;5;0.6542056;0.118831165;0.8299415;0.67712665;0.6542056;0.6620495
Euclidean;weightedWithSquare;2;7;0.6542056;0.12534186;0.8301599;0.66708773;0.6542056;0.65815014
Euclidean;weightedWithSquare;2;11;0.6542056;0.1280858;0.8286095;0.6738242;0.6542056;0.6604995
Euclidean;weightedWithSquare;2;13;0.6775701;0.11889832;0.8432615;0.6929971;0.6775701;0.6822155
Euclidean;weightedWithSquare;2;17;0.6775701;0.13537139;0.83716923;0.69014305;0.6775701;0.6747865
Euclidean;weightedWithSquare;2;19;0.6775701;0.13709547;0.8352913;0.6846859;0.6775701;0.67504275
Euclidean;weightedWithSquare;2;23;0.6775701;0.14168116;0.8358809;0.6896708;0.6775701;0.6705415
Euclidean;weightedWithSquare;3;1;0.73364484;0.098830186;0.8683947;0.73801535;0.73364484;0.7306204
Euclidean;weightedWithSquare;3;3;0.7429907;0.09274805;0.875666;0.7429861;0.7429907;0.7393139
Euclidean;weightedWithSquare;3;5;0.72897196;0.101431;0.86632025;0.73169404;0.72897196;0.72516626
Euclidean;weightedWithSquare;3;7;0.72897196;0.10140366;0.8664513;0.7325857;0.72897196;0.72615296
Euclidean;weightedWithSquare;3;11;0.7056075;0.12279744;0.84832734;0.71028036;0.7056075;0.70441335
Euclidean;weightedWithSquare;3;13;0.7056075;0.12733601;0.8478033;0.7098697;0.7056075;0.70149875
Euclidean;weightedWithSquare;3;17;0.7056075;0.1312707;0.8466023;0.71066725;0.7056075;0.69895023
Euclidean;weightedWithSquare;3;19;0.69158876;0.14176524;0.83548784;0.6974145;0.69158876;0.6851419
Euclidean;weightedWithSquare;3;23;0.7009346;0.13788272;0.84083766;0.7071272;0.7009346;0.693033
Euclidean;weightedWithSquare;5;1;0.7009346;0.10828802;0.8574985;0.70231766;0.7009346;0.69812113
Euclidean;weightedWithSquare;5;3;0.7056075;0.107857436;0.8570836;0.70662117;0.7056075;0.703653
Euclidean;weightedWithSquare;5;5;0.7056075;0.10755551;0.8583283;0.7084526;0.7056075;0.7036346
Euclidean;weightedWithSquare;5;7;0.7009346;0.11045824;0.85621023;0.69902766;0.7009346;0.6965918
Euclidean;weightedWithSquare;5;11;0.6962617;0.11560491;0.8538738;0.69138384;0.6962617;0.69053984
Euclidean;weightedWithSquare;5;13;0.7009346;0.11891093;0.8537209;0.6932908;0.7009346;0.69303626
Euclidean;weightedWithSquare;5;17;0.71028036;0.11800061;0.858372;0.7049543;0.71028036;0.70041704
Euclidean;weightedWithSquare;5;19;0.71028036;0.12264506;0.8540921;0.7127071;0.71028036;0.7022055
Euclidean;weightedWithSquare;5;23;0.6869159;0.13523786;0.84051013;0.67973304;0.6869159;0.673955
Euclidean;weightedWithSquare;10;1;0.71028036;0.11119474;0.8564504;0.7076659;0.71028036;0.7059656
Euclidean;weightedWithSquare;10;3;0.71028036;0.109225415;0.8567998;0.7060199;0.71028036;0.7056958
Euclidean;weightedWithSquare;10;5;0.7056075;0.11159798;0.8544196;0.70564705;0.7056075;0.7026218
Euclidean;weightedWithSquare;10;7;0.7056075;0.11346628;0.8545943;0.7038468;0.7056075;0.7009851
Euclidean;weightedWithSquare;10;11;0.7196262;0.108218014;0.8628701;0.71531457;0.7196262;0.71316755
Euclidean;weightedWithSquare;10;13;0.7196262;0.108218014;0.8628701;0.71531457;0.7196262;0.71316755
Euclidean;weightedWithSquare;10;17;0.7196262;0.11699996;0.8587868;0.7091236;0.7196262;0.7091917
Euclidean;weightedWithSquare;10;19;0.7383177;0.10948015;0.87025076;0.7253011;0.7383177;0.7256453
Euclidean;weightedWithSquare;10;23;0.73364484;0.111014605;0.86822;0.71651727;0.73364484;0.72045875
Minkovsky[3];constant;2;1;0.58878505;0.18083425;0.7821426;0.6074469;0.58878505;0.5883015
Minkovsky[3];constant;2;3;0.6588785;0.13241579;0.82802;0.6674329;0.6588785;0.660172
Minkovsky[3];constant;2;5;0.6214953;0.14913584;0.80911005;0.6388482;0.6214953;0.62527716
Minkovsky[3];constant;2;7;0.53271025;0.21994402;0.74327457;0.57384706;0.53271025;0.52880234
Minkovsky[3];constant;2;11;0.3598131;0.33137473;0.6354048;0.4303725;0.3598131;0.32353514
Minkovsky[3];constant;2;13;0.3598131;0.3319786;0.63815624;0.37358922;0.3598131;0.31295934
Minkovsky[3];constant;2;17;0.43457943;0.3074659;0.68704695;0.47956598;0.43457943;0.34827018
Minkovsky[3];constant;2;19;0.42990655;0.3009814;0.6863482;0.42542922;0.42990655;0.3552718
Minkovsky[3];constant;2;23;0.43457943;0.30414468;0.6882261;0.4441532;0.43457943;0.34883106
Minkovsky[3];constant;3;1;0.6869159;0.13167673;0.8407503;0.6836476;0.6869159;0.6803505
Minkovsky[3];constant;3;3;0.7242991;0.11129171;0.8635471;0.7155583;0.7242991;0.7174283
Minkovsky[3];constant;3;5;0.64953274;0.14184368;0.82677525;0.6508991;0.64953274;0.64400417
Minkovsky[3];constant;3;7;0.63084114;0.18046676;0.80642414;0.6189432;0.63084114;0.60579365
Minkovsky[3];constant;3;11;0.5794392;0.22738612;0.7736483;0.65134996;0.5794392;0.5382957
Minkovsky[3];constant;3;13;0.52803737;0.25599632;0.7477727;0.59766954;0.52803737;0.46100196
Minkovsky[3];constant;3;17;0.49532712;0.27189717;0.73106825;0.36911342;0.49532712;0.40240294
Minkovsky[3];constant;3;19;0.4813084;0.2826369;0.71982276;0.52864516;0.4813084;0.39283627
Minkovsky[3];constant;3;23;0.5233645;0.25645626;0.74993455;0.38635406;0.5233645;0.43055448
Minkovsky[3];constant;5;1;0.6448598;0.14133719;0.82957023;0.6396751;0.6448598;0.63369894
Minkovsky[3];constant;5;3;0.7009346;0.11022796;0.8529784;0.7045308;0.7009346;0.70125085
Minkovsky[3];constant;5;5;0.6635514;0.12430115;0.83823913;0.665795;0.6635514;0.6617899
Minkovsky[3];constant;5;7;0.635514;0.15066689;0.8192637;0.63369143;0.635514;0.62663454
Minkovsky[3];constant;5;11;0.5373832;0.23448974;0.7538431;0.52137995;0.5373832;0.49180388
Minkovsky[3];constant;5;13;0.4906542;0.26003602;0.7290593;0.44402578;0.4906542;0.4257571
Minkovsky[3];constant;5;17;0.5;0.2563406;0.7335575;0.4728688;0.5;0.42658985
Minkovsky[3];constant;5;19;0.5046729;0.25255936;0.7382959;0.48181522;0.5046729;0.4267862
Minkovsky[3];constant;5;23;0.48598132;0.26828808;0.7249978;0.46404356;0.48598132;0.4061783
Minkovsky[3];constant;10;1;0.6775701;0.13949396;0.83845747;0.66879386;0.6775701;0.6660091
Minkovsky[3];constant;10;3;0.6962617;0.11404529;0.8500961;0.6972591;0.6962617;0.6957238
Minkovsky[3];constant;10;5;0.6962617;0.12072677;0.8508167;0.68880004;0.6962617;0.6901587
Minkovsky[3];constant;10;7;0.6168224;0.1784421;0.8010525;0.59430265;0.6168224;0.59262204
Minkovsky[3];constant;10;11;0.56542057;0.21333946;0.7699144;0.5325412;0.56542057;0.524805
Minkovsky[3];constant;10;13;0.59345794;0.19416198;0.7918814;0.5605993;0.59345794;0.5527789
Minkovsky[3];constant;10;17;0.50934577;0.23213181;0.7479474;0.46433026;0.50934577;0.4595289
Minkovsky[3];constant;10;19;0.48598132;0.26315522;0.72314173;0.52383274;0.48598132;0.42237985
Minkovsky[3];constant;10;23;0.4906542;0.26450688;0.726439;0.5243415;0.4906542;0.42116612
Minkovsky[3];proportional;2;1;0.6869159;0.11257772;0.84265;0.69626653;0.6869159;0.6903433
Minkovsky[3];proportional;2;3;0.6869159;0.11103869;0.8435453;0.694871;0.6869159;0.6898305
Minkovsky[3];proportional;2;5;0.682243;0.11331023;0.84035724;0.69071454;0.682243;0.6851853
Minkovsky[3];proportional;2;7;0.682243;0.1151512;0.84035724;0.6919002;0.682243;0.68577343
Minkovsky[3];proportional;2;11;0.6682243;0.12163454;0.834134;0.67455864;0.6682243;0.6706835
Minkovsky[3];proportional;2;13;0.6728972;0.11915813;0.83723474;0.68030906;0.6728972;0.6750511
Minkovsky[3];proportional;2;17;0.6635514;0.13265677;0.8299634;0.6665147;0.6635514;0.66332996
Minkovsky[3];proportional;2;19;0.6635514;0.13775882;0.82782346;0.6628593;0.6635514;0.66080534
Minkovsky[3];proportional;2;23;0.6588785;0.14547473;0.8226483;0.66052866;0.6588785;0.6551876
Minkovsky[3];proportional;3;1;0.7242991;0.10491027;0.86317587;0.7229379;0.7242991;0.71978056
Minkovsky[3];proportional;3;3;0.72897196;0.10263873;0.8663639;0.72676766;0.72897196;0.72438836
Minkovsky[3];proportional;3;5;0.7242991;0.10491027;0.86317587;0.7229379;0.7242991;0.71978056
Minkovsky[3];proportional;3;7;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];proportional;3;11;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];proportional;3;13;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];proportional;3;17;0.7242991;0.1090225;0.86077386;0.7230194;0.7242991;0.72005904
Minkovsky[3];proportional;3;19;0.7242991;0.1090225;0.86077386;0.7230194;0.7242991;0.72005904
Minkovsky[3];proportional;3;23;0.71495324;0.11810415;0.85383;0.7132104;0.71495324;0.7079843
Minkovsky[3];proportional;5;1;0.73364484;0.09398088;0.87337327;0.7362722;0.73364484;0.7312281
Minkovsky[3];proportional;5;3;0.73364484;0.09625213;0.87123334;0.7337361;0.73364484;0.7310682
Minkovsky[3];proportional;5;5;0.72897196;0.09438412;0.87147355;0.7333553;0.72897196;0.72773194
Minkovsky[3];proportional;5;7;0.73364484;0.09615111;0.872085;0.7338493;0.73364484;0.7300899
Minkovsky[3];proportional;5;11;0.7242991;0.100996144;0.86789244;0.72225493;0.7242991;0.7193375
Minkovsky[3];proportional;5;13;0.7196262;0.10356962;0.86559975;0.7174098;0.7196262;0.7145473
Minkovsky[3];proportional;5;17;0.7196262;0.10543792;0.8644424;0.71675533;0.7196262;0.7137025
Minkovsky[3];proportional;5;19;0.7196262;0.10740725;0.8631977;0.71691227;0.7196262;0.71379346
Minkovsky[3];proportional;5;23;0.7196262;0.107105315;0.86332875;0.7184198;0.7196262;0.71414506
Minkovsky[3];proportional;10;1;0.7242991;0.09882985;0.8660144;0.72593737;0.7242991;0.7233092
Minkovsky[3];proportional;10;3;0.7242991;0.10097276;0.8639618;0.72403795;0.7242991;0.7229189
Minkovsky[3];proportional;10;5;0.7196262;0.09893118;0.86540306;0.7224767;0.7196262;0.7188981
Minkovsky[3];proportional;10;7;0.71495324;0.10150465;0.86221504;0.7167788;0.71495324;0.7140745
Minkovsky[3];proportional;10;11;0.7242991;0.10069816;0.8669097;0.72309256;0.7242991;0.72103345
Minkovsky[3];proportional;10;13;0.7242991;0.10069816;0.8669097;0.72309256;0.7242991;0.72103345
Minkovsky[3];proportional;10;17;0.7196262;0.10327163;0.86372167;0.717585;0.7196262;0.71631235
Minkovsky[3];proportional;10;19;0.7242991;0.10483771;0.86437684;0.7215059;0.7242991;0.72018665
Minkovsky[3];proportional;10;23;0.72897196;0.10216322;0.8676522;0.7255617;0.72897196;0.723665
Minkovsky[3];weightedWithDistance;2;1;0.6869159;0.11257772;0.84265;0.69626653;0.6869159;0.6903433
Minkovsky[3];weightedWithDistance;2;3;0.6869159;0.11103869;0.8435453;0.694871;0.6869159;0.6898305
Minkovsky[3];weightedWithDistance;2;5;0.682243;0.11331023;0.84035724;0.69071454;0.682243;0.6851853
Minkovsky[3];weightedWithDistance;2;7;0.682243;0.1151512;0.84035724;0.6919002;0.682243;0.68577343
Minkovsky[3];weightedWithDistance;2;11;0.6682243;0.12163454;0.834134;0.67455864;0.6682243;0.6706835
Minkovsky[3];weightedWithDistance;2;13;0.6728972;0.11915813;0.83723474;0.68030906;0.6728972;0.6750511
Minkovsky[3];weightedWithDistance;2;17;0.6635514;0.13265677;0.8299634;0.6665147;0.6635514;0.66332996
Minkovsky[3];weightedWithDistance;2;19;0.6635514;0.13775882;0.82782346;0.6628593;0.6635514;0.66080534
Minkovsky[3];weightedWithDistance;2;23;0.6588785;0.14547473;0.8226483;0.66052866;0.6588785;0.6551876
Minkovsky[3];weightedWithDistance;3;1;0.7242991;0.10491027;0.86317587;0.7229379;0.7242991;0.71978056
Minkovsky[3];weightedWithDistance;3;3;0.72897196;0.10263873;0.8663639;0.72676766;0.72897196;0.72438836
Minkovsky[3];weightedWithDistance;3;5;0.7242991;0.10491027;0.86317587;0.7229379;0.7242991;0.71978056
Minkovsky[3];weightedWithDistance;3;7;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];weightedWithDistance;3;11;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];weightedWithDistance;3;13;0.7242991;0.10675125;0.86214954;0.723803;0.7242991;0.7200592
Minkovsky[3];weightedWithDistance;3;17;0.7242991;0.1090225;0.86077386;0.7230194;0.7242991;0.72005904
Minkovsky[3];weightedWithDistance;3;19;0.7242991;0.1090225;0.86077386;0.7230194;0.7242991;0.72005904
Minkovsky[3];weightedWithDistance;3;23;0.71495324;0.11810415;0.85383;0.7132104;0.71495324;0.7079843
Minkovsky[3];weightedWithDistance;5;1;0.73364484;0.09398088;0.87337327;0.7362722;0.73364484;0.7312281
Minkovsky[3];weightedWithDistance;5;3;0.73364484;0.09625213;0.87123334;0.7337361;0.73364484;0.7310682
Minkovsky[3];weightedWithDistance;5;5;0.72897196;0.09438412;0.87147355;0.7333553;0.72897196;0.72773194
Minkovsky[3];weightedWithDistance;5;7;0.73364484;0.09615111;0.872085;0.7338493;0.73364484;0.7300899
Minkovsky[3];weightedWithDistance;5;11;0.7242991;0.100996144;0.86789244;0.72225493;0.7242991;0.7193375
Minkovsky[3];weightedWithDistance;5;13;0.7196262;0.10356962;0.86559975;0.7174098;0.7196262;0.7145473
Minkovsky[3];weightedWithDistance;5;17;0.7196262;0.10543792;0.8644424;0.71675533;0.7196262;0.7137025
Minkovsky[3];weightedWithDistance;5;19;0.7196262;0.10740725;0.8631977;0.71691227;0.7196262;0.71379346
Minkovsky[3];weightedWithDistance;5;23;0.7196262;0.107105315;0.86332875;0.7184198;0.7196262;0.71414506
Minkovsky[3];weightedWithDistance;10;1;0.7242991;0.09882985;0.8660144;0.72593737;0.7242991;0.7233092
Minkovsky[3];weightedWithDistance;10;3;0.7242991;0.10097276;0.8639618;0.72403795;0.7242991;0.7229189
Minkovsky[3];weightedWithDistance;10;5;0.7196262;0.09893118;0.86540306;0.7224767;0.7196262;0.7188981
Minkovsky[3];weightedWithDistance;10;7;0.71495324;0.10150465;0.86221504;0.7167788;0.71495324;0.7140745
Minkovsky[3];weightedWithDistance;10;11;0.7242991;0.10069816;0.8669097;0.72309256;0.7242991;0.72103345
Minkovsky[3];weightedWithDistance;10;13;0.7242991;0.10069816;0.8669097;0.72309256;0.7242991;0.72103345
Minkovsky[3];weightedWithDistance;10;17;0.7196262;0.10327163;0.86372167;0.717585;0.7196262;0.71631235
Minkovsky[3];weightedWithDistance;10;19;0.7242991;0.10483771;0.86437684;0.7215059;0.7242991;0.72018665
Minkovsky[3];weightedWithDistance;10;23;0.72897196;0.10216322;0.8676522;0.7255617;0.72897196;0.723665
Minkovsky[3];weightedWithExp;2;1;0.6728972;0.13365088;0.82716835;0.66813684;0.6728972;0.6684922
Minkovsky[3];weightedWithExp;2;3;0.69158876;0.11560916;0.84352344;0.6950158;0.69158876;0.69137305
Minkovsky[3];weightedWithExp;2;5;0.7009346;0.11914313;0.8460346;0.6933524;0.7009346;0.6944316
Minkovsky[3];weightedWithExp;2;7;0.6728972;0.13455668;0.82703733;0.6659211;0.6728972;0.66794574
Minkovsky[3];weightedWithExp;2;11;0.62616825;0.1538279;0.8004629;0.6273013;0.62616825;0.6222448
Minkovsky[3];weightedWithExp;2;13;0.64953274;0.14898086;0.8125382;0.6520038;0.64953274;0.6412311
Minkovsky[3];weightedWithExp;2;17;0.6168224;0.17314729;0.78919554;0.63397783;0.6168224;0.58551675
Minkovsky[3];weightedWithExp;2;19;0.63084114;0.16331333;0.80004805;0.6179346;0.63084114;0.6105924
Minkovsky[3];weightedWithExp;2;23;0.635514;0.16926023;0.79932743;0.6350073;0.635514;0.6028639
Minkovsky[3];weightedWithExp;3;1;0.71028036;0.11570675;0.8543759;0.69972277;0.71028036;0.70173645
Minkovsky[3];weightedWithExp;3;3;0.73364484;0.103443205;0.86915886;0.72496736;0.73364484;0.726306
Minkovsky[3];weightedWithExp;3;5;0.7056075;0.12045047;0.84874225;0.69796467;0.7056075;0.69839066
Minkovsky[3];weightedWithExp;3;7;0.69158876;0.12660453;0.84162366;0.6824165;0.69158876;0.68334293
